review_id,user_name,user_type,rating,review_text,state,num_tires,amount_spent,tire_size,vehicle_type,purchase_date,usage_time_months,driving_conditions,usage_frequency,tire_brand,repeat_purchase,reported_issues,vehicle_model,recommendation,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
322,Victoria Mcclure,individual,2,"Had frequent punctures, disappointing experience.",Yucatán,6,2913.63,225/70R19.5,car,2025-02-09,8,highway,medium,Pirelli,No,good traction,Head 163,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
323,Oscar Leonard,individual,1,Excellent performance and smooth ride.,Quintana Roo,15,125.05,225/70R19.5,motorcycle,2023-02-18,29,off-road,low,Michelin,No,none,Son 654,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
324,Crystal Nicholson,individual,4,"Amazing traction and stability, very satisfied.",Morelos,8,2982.82,225/70R19.5,car,2022-03-20,23,highway,high,Pirelli,Yes,excellent grip,Long 448,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
325,Matthew Lang,individual,5,"Not worth the price, wore out too quickly.",Colima,17,4037.73,110/70-17,bicycle,2023-05-20,24,city,medium,Continental,No,none,Modern 237,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
326,Watkins-Doyle,company,1,"Not worth the price, wore out too quickly.",Tlaxcala,13,2239.35,225/70R19.5,truck,2022-08-12,19,mixed,medium,Pirelli,No,fast wear,Management 735,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
327,"Collins, Henderson and Shepherd",company,2,"Poor grip on wet roads, I expected better.",Chiapas,5,1901.4,700x25c,motorcycle,2024-03-29,25,off-road,high,Continental,Yes,excellent grip,Artist 775,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
328,"Ellis, Brown and Jackson",company,2,"Reliable and fuel-efficient, highly recommend.",Jalisco,15,4862.51,225/70R19.5,bicycle,2023-11-01,6,highway,high,Michelin,Yes,noise,Out 757,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
329,Jennifer Morris,individual,3,"Mediocre performance, I would not buy again.",Nayarit,4,1349.29,265/70R17,motorcycle,2022-08-31,24,highway,high,Pirelli,Yes,none,Peace 815,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
330,Brown Group,company,3,"Reliable and fuel-efficient, highly recommend.",Tabasco,11,3085.95,265/70R17,truck,2023-06-01,3,mixed,medium,Goodyear,No,none,Despite 734,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
331,"Richard, Chapman and Stewart",company,1,"Great tires, very durable and reliable.",Colima,1,2415.45,700x25c,truck,2025-02-14,28,off-road,low,Goodyear,Yes,fast wear,Go 625,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
332,Daniel Arnold,individual,1,"Mediocre performance, I would not buy again.",Zacatecas,15,951.01,700x25c,car,2022-04-24,28,highway,high,Pirelli,Yes,punctures,Describe 600,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
333,Brendan Sharp,individual,4,"Perfect for long highway trips, comfortable ride.",Tamaulipas,9,4745.64,700x25c,car,2023-06-17,22,highway,low,Michelin,No,noise,Ten 220,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
334,Sandoval PLC,company,4,"Had frequent punctures, disappointing experience.",Oaxaca,1,3547.83,110/70-17,motorcycle,2022-08-22,21,city,medium,Bridgestone,No,fast wear,Sport 304,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
335,Lawson-Garza,company,5,"Reliable and fuel-efficient, highly recommend.",Michoacán,6,1528.68,265/70R17,truck,2022-07-26,36,highway,high,Michelin,No,punctures,Paper 848,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
336,Kathy Lucero,individual,5,"Reliable and fuel-efficient, highly recommend.",Tamaulipas,12,3063.15,225/70R19.5,bicycle,2023-08-15,17,highway,high,Pirelli,No,excellent grip,Agency 878,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
337,Paul Archer,individual,2,Good tires but a bit noisy at high speeds.,Veracruz,5,2572.04,265/70R17,motorcycle,2024-04-08,35,mixed,low,Michelin,Yes,fast wear,Tax 382,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
338,Amber Barnes,individual,4,"Great tires, very durable and reliable.",Michoacán,13,930.74,265/70R17,motorcycle,2023-11-22,7,highway,low,Pirelli,Yes,noise,Attorney 740,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
339,Robbins Group,company,1,"Reliable and fuel-efficient, highly recommend.",Guanajuato,11,4249.18,225/70R19.5,bicycle,2022-07-01,16,off-road,medium,Bridgestone,Yes,good traction,Serious 451,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
340,Lamb-Flores,company,4,Good tires but a bit noisy at high speeds.,Nuevo León,4,3973.71,700x25c,truck,2023-07-19,3,highway,medium,Michelin,No,good traction,Entire 232,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
341,"Byrd, Thomas and Barnett",company,2,"Amazing traction and stability, very satisfied.",Hidalgo,7,4081.16,110/70-17,car,2024-03-11,3,highway,high,Bridgestone,No,punctures,Reveal 337,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
342,Martinez-Reeves,company,3,"Great tires, very durable and reliable.",Colima,8,861.87,700x25c,motorcycle,2023-02-28,1,highway,medium,Goodyear,No,fast wear,Anything 174,No,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
343,Wright LLC,company,3,Excellent performance and smooth ride.,Jalisco,5,1825.56,700x25c,car,2023-06-21,24,highway,low,Continental,No,good traction,Follow 394,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
344,"Shepherd, Maldonado and Holmes",company,5,"Mediocre performance, I would not buy again.",Quintana Roo,14,3070.26,110/70-17,truck,2024-10-01,31,city,low,Continental,Yes,good traction,Issue 746,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
345,Smith-Edwards,company,3,"Not worth the price, wore out too quickly.",Tamaulipas,4,1633.36,700x25c,car,2023-03-20,16,mixed,low,Continental,Yes,none,Daughter 238,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
346,Alan James,individual,3,"Perfect for long highway trips, comfortable ride.",Tamaulipas,7,3877.93,110/70-17,motorcycle,2024-04-19,8,city,medium,Bridgestone,No,none,Produce 432,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
348,Paul Tanner,individual,3,"Mediocre performance, I would not buy again.",Sonora,7,,265/70R17,motorcycle,2024-05-08,13,highway,medium,Pirelli,Yes,excellent grip,Sound 230,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
349,"Buck, Hurst and Nguyen",company,2,"Mediocre performance, I would not buy again.",Chihuahua,15,4370.02,700x25c,truck,2023-04-04,10,city,low,Michelin,Yes,good traction,Me 884,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
350,Long-Smith,company,5,"Poor grip on wet roads, I expected better.",Nayarit,9,4542.98,110/70-17,motorcycle,2023-09-30,11,highway,low,Continental,Yes,punctures,Save 762,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
351,Dwayne Collier,individual,5,"Not worth the price, wore out too quickly.",Coahuila,15,3925.94,265/70R17,truck,2022-12-23,11,mixed,medium,Bridgestone,Yes,good traction,Light 673,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
352,Lee-Hunt,company,5,Good tires but a bit noisy at high speeds.,Aguascalientes,10,,225/70R19.5,car,2024-03-15,27,city,high,Pirelli,Yes,punctures,Often 478,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
353,Parrish Inc,company,2,Good tires but a bit noisy at high speeds.,Chihuahua,7,890.93,110/70-17,motorcycle,2022-11-17,22,off-road,high,Bridgestone,Yes,good traction,Weight 322,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
354,Anthony Smith,individual,3,Good tires but a bit noisy at high speeds.,Baja California Sur,8,2412.89,225/70R19.5,truck,2025-02-23,26,mixed,low,Goodyear,No,noise,Family 965,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
355,"Rich, Meadows and Rodriguez",company,2,"Poor grip on wet roads, I expected better.",Tamaulipas,17,3243.05,265/70R17,motorcycle,2023-04-11,22,highway,high,Goodyear,No,good traction,Owner 932,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
356,Rodriguez-Hart,company,2,Excellent performance and smooth ride.,Tamaulipas,10,3950.6,265/70R17,truck,2024-08-22,13,city,medium,Bridgestone,Yes,fast wear,Tree 609,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
357,"Walter, Cobb and Jacobs",company,2,"Perfect for long highway trips, comfortable ride.",San Luis Potosí,2,1271.38,225/70R19.5,bicycle,2024-10-19,30,mixed,low,Pirelli,Yes,punctures,Base 408,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
358,Roger Mora,individual,2,"Poor grip on wet roads, I expected better.",Sinaloa,1,3724.16,700x25c,motorcycle,2024-10-12,36,off-road,low,Michelin,No,none,Into 196,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
359,Christopher Miller,individual,5,"Reliable and fuel-efficient, highly recommend.",San Luis Potosí,2,2242.41,225/70R19.5,car,2023-03-27,16,mixed,medium,Pirelli,No,none,Present 986,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
360,Velasquez-Rodriguez,company,5,"Great tires, very durable and reliable.",Sonora,15,1991.76,700x25c,truck,2024-07-18,7,mixed,low,Pirelli,No,punctures,Say 345,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
361,Stephanie Boyd,individual,4,"Perfect for long highway trips, comfortable ride.",Querétaro,11,1724.15,110/70-17,car,2024-11-11,14,city,low,Pirelli,No,excellent grip,Address 910,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
362,Mary Garrett,individual,2,"Poor grip on wet roads, I expected better.",Chiapas,14,3158.17,265/70R17,car,2023-11-07,34,off-road,high,Continental,Yes,fast wear,Idea 969,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
363,"Lin, Martinez and Humphrey",company,2,"Mediocre performance, I would not buy again.",Veracruz,7,3110.95,225/70R19.5,truck,2024-08-20,30,highway,high,Michelin,Yes,none,Eight 768,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
364,Jackson Inc,company,1,"Perfect for long highway trips, comfortable ride.",Hidalgo,8,4854.83,700x25c,motorcycle,2024-09-16,27,mixed,high,Goodyear,Yes,excellent grip,Field 479,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
365,Michelle Bishop,individual,2,"Mediocre performance, I would not buy again.",Tlaxcala,2,82.01,110/70-17,motorcycle,2023-06-21,8,mixed,medium,Michelin,Yes,excellent grip,Under 921,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
366,Matthew Hart,individual,3,"Had frequent punctures, disappointing experience.",Aguascalientes,10,878.2,265/70R17,motorcycle,2024-02-25,28,off-road,low,Goodyear,Yes,good traction,Recently 360,Yes,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
368,Anthony Baker,individual,5,"Amazing traction and stability, very satisfied.",Tlaxcala,13,2544.91,700x25c,truck,2024-04-07,13,off-road,low,Continental,No,punctures,Stuff 848,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
369,Terry Hines,individual,3,"Mediocre performance, I would not buy again.",Durango,9,4486.08,265/70R17,truck,2025-02-13,33,city,low,Pirelli,Yes,excellent grip,Community 313,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
370,Sullivan PLC,company,5,"Had frequent punctures, disappointing experience.",Campeche,17,4183.73,700x25c,car,2022-12-07,28,off-road,high,Michelin,No,none,Hot 792,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
371,Scott Jackson,individual,2,"Not worth the price, wore out too quickly.",Aguascalientes,17,2740.68,265/70R17,car,2022-06-06,10,city,low,Pirelli,No,punctures,Drug 984,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
372,Andrew Benson,individual,1,"Not worth the price, wore out too quickly.",Tabasco,6,603.3,110/70-17,truck,2025-01-01,17,city,low,Michelin,Yes,punctures,Yes 669,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
373,"Dixon, Taylor and Garza",company,3,Good tires but a bit noisy at high speeds.,Zacatecas,2,843.04,110/70-17,bicycle,2024-07-08,35,off-road,medium,Goodyear,No,excellent grip,Water 834,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
374,Nicholas Valdez,individual,3,"Amazing traction and stability, very satisfied.",Colima,12,4080.46,265/70R17,motorcycle,2022-04-14,1,mixed,medium,Bridgestone,Yes,excellent grip,Reach 586,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
375,Cooley Group,company,3,Excellent performance and smooth ride.,San Luis Potosí,2,3484.62,110/70-17,motorcycle,2025-02-14,26,city,low,Michelin,No,good traction,Natural 461,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
376,James-Herrera,company,4,Good tires but a bit noisy at high speeds.,Quintana Roo,4,60.09,265/70R17,motorcycle,2023-02-04,28,city,high,Goodyear,No,excellent grip,These 353,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
377,Valdez-Reyes,company,1,"Amazing traction and stability, very satisfied.",Jalisco,5,3173.55,265/70R17,motorcycle,2023-10-29,34,off-road,medium,Continental,Yes,none,Require 875,No,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
378,"Kim, Jones and Cox",company,5,"Poor grip on wet roads, I expected better.",Baja California Sur,11,,110/70-17,car,2022-05-01,28,city,low,Pirelli,No,excellent grip,Ok 166,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
379,"Mccormick, Smith and Webb",company,5,Good tires but a bit noisy at high speeds.,Guerrero,12,2268.05,700x25c,car,2023-09-06,4,mixed,low,Bridgestone,Yes,punctures,Night 929,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
380,Joshua Gordon,individual,5,Good tires but a bit noisy at high speeds.,Nayarit,7,973.38,265/70R17,motorcycle,2025-01-05,12,mixed,low,Continental,Yes,fast wear,College 139,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
381,Aguilar-Griffin,company,3,"Had frequent punctures, disappointing experience.",Morelos,3,3369.47,110/70-17,motorcycle,2023-08-02,36,highway,low,Goodyear,Yes,noise,Single 880,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
382,Sharon Oconnor,individual,2,"Perfect for long highway trips, comfortable ride.",Jalisco,10,4387.77,265/70R17,bicycle,2022-07-25,8,off-road,medium,Goodyear,Yes,excellent grip,Yet 814,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
383,Jacob Herrera,individual,1,"Poor grip on wet roads, I expected better.",Puebla,6,3770.41,700x25c,car,2025-03-04,7,city,low,Continental,No,excellent grip,Section 821,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
384,Kyle Green,individual,3,Good tires but a bit noisy at high speeds.,Aguascalientes,3,2758.13,265/70R17,truck,2024-04-20,5,highway,high,Goodyear,No,excellent grip,Stop 751,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
385,Parker-Snow,company,5,Excellent performance and smooth ride.,Colima,18,2613.19,700x25c,truck,2023-04-07,16,highway,medium,Pirelli,No,excellent grip,Will 360,Yes,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
386,Troy Johnson,individual,1,Good tires but a bit noisy at high speeds.,Tamaulipas,11,974.69,700x25c,motorcycle,2022-11-30,11,highway,high,Michelin,No,punctures,Decade 333,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
387,Schroeder-Terrell,company,3,"Mediocre performance, I would not buy again.",Quintana Roo,3,1964.47,700x25c,bicycle,2023-08-21,17,mixed,medium,Goodyear,No,excellent grip,Off 213,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
388,Davis PLC,company,3,"Perfect for long highway trips, comfortable ride.",Baja California Sur,16,1030.26,265/70R17,car,2022-08-10,17,highway,low,Michelin,No,noise,Film 700,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
389,Austin LLC,company,4,"Mediocre performance, I would not buy again.",Jalisco,6,2514.32,265/70R17,motorcycle,2023-02-16,10,off-road,high,Continental,Yes,none,Three 272,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
390,Sheri Thomas,individual,4,"Not worth the price, wore out too quickly.",Jalisco,3,,225/70R19.5,motorcycle,2024-11-03,6,highway,high,Bridgestone,Yes,noise,Wait 385,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
391,Corey Bean,individual,2,"Perfect for long highway trips, comfortable ride.",Nayarit,16,4448.81,225/70R19.5,bicycle,2024-12-08,27,highway,high,Continental,Yes,noise,Crime 495,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
392,Knox-Hendrix,company,4,"Not worth the price, wore out too quickly.",Durango,3,1690.17,265/70R17,motorcycle,2022-05-16,28,mixed,medium,Pirelli,No,good traction,Resource 340,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
393,Lisa Boone,individual,1,Good tires but a bit noisy at high speeds.,Chiapas,5,4040.55,225/70R19.5,car,2023-12-13,15,mixed,high,Bridgestone,No,fast wear,Soon 717,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
394,"Thomas, Dodson and Walters",company,1,"Perfect for long highway trips, comfortable ride.",Sinaloa,13,4437.38,225/70R19.5,bicycle,2023-07-19,22,city,high,Pirelli,Yes,none,Bad 955,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
395,"Taylor, Lara and Davis",company,3,"Reliable and fuel-efficient, highly recommend.",Durango,1,2660.62,225/70R19.5,truck,2024-08-03,28,off-road,high,Michelin,Yes,noise,System 753,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
396,Garcia PLC,company,5,"Amazing traction and stability, very satisfied.",Michoacán,12,3129.89,265/70R17,truck,2025-03-11,7,off-road,low,Bridgestone,No,none,Letter 716,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
397,Walsh Inc,company,3,"Reliable and fuel-efficient, highly recommend.",Guerrero,1,4568.34,225/70R19.5,truck,2025-03-08,8,city,low,Goodyear,No,none,Real 754,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
398,Miller Group,company,5,"Perfect for long highway trips, comfortable ride.",Querétaro,5,3237.25,700x25c,bicycle,2024-08-09,22,off-road,medium,Continental,Yes,good traction,Rule 116,Yes,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
399,Lauren Smith MD,individual,3,"Amazing traction and stability, very satisfied.",Tlaxcala,10,2097.48,225/70R19.5,motorcycle,2023-03-01,22,highway,high,Pirelli,Yes,punctures,Alone 224,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
400,Sean Gross,individual,4,"Mediocre performance, I would not buy again.",Tamaulipas,3,1425.53,110/70-17,bicycle,2023-08-18,8,city,high,Continental,Yes,noise,Director 851,No,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
401,Sophia Burnett,individual,3,"Had frequent punctures, disappointing experience.",Tabasco,14,,110/70-17,bicycle,2023-11-06,27,mixed,low,Continental,No,excellent grip,Throw 135,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
402,Ferguson and Sons,company,2,"Poor grip on wet roads, I expected better.",Quintana Roo,6,2613.06,700x25c,bicycle,2023-03-29,22,mixed,high,Bridgestone,No,good traction,Degree 954,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
403,Ashley Goodwin,individual,5,"Had frequent punctures, disappointing experience.",Chihuahua,16,2819.55,700x25c,truck,2024-11-29,29,off-road,medium,Goodyear,No,none,Way 727,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
405,Jordan-Becker,company,5,"Reliable and fuel-efficient, highly recommend.",Baja California Sur,8,4715.38,225/70R19.5,bicycle,2025-02-15,23,city,high,Bridgestone,No,good traction,Total 824,No,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
406,Peter Bell,individual,1,Good tires but a bit noisy at high speeds.,Nayarit,15,2097.98,110/70-17,car,2022-11-15,30,off-road,medium,Pirelli,Yes,none,Several 617,No,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
407,"Gilmore, Perez and Holder",company,5,"Reliable and fuel-efficient, highly recommend.",Chiapas,12,2204.69,700x25c,bicycle,2024-06-10,5,off-road,medium,Michelin,No,fast wear,Trade 751,Yes,0.0,0.589,0.411,0.4201,0.00265924958512187,0.05935833603143692,0.9379824995994568
408,Cannon Inc,company,5,"Had frequent punctures, disappointing experience.",Tabasco,9,1672.3,110/70-17,truck,2022-05-03,14,city,high,Michelin,Yes,good traction,Federal 235,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
409,Leslie Mueller,individual,4,"Amazing traction and stability, very satisfied.",Baja California Sur,13,3592.93,265/70R17,bicycle,2022-07-28,23,city,high,Pirelli,No,good traction,Use 595,Yes,0.0,0.367,0.633,0.7841,0.0026392550207674503,0.03594231978058815,0.9614183902740479
410,Estrada LLC,company,5,"Had frequent punctures, disappointing experience.",San Luis Potosí,11,4527.8,225/70R19.5,bicycle,2022-05-18,24,city,low,Pirelli,No,punctures,Article 730,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
411,"Smith, Brown and Barnett",company,1,"Not worth the price, wore out too quickly.",Colima,3,1074.73,700x25c,bicycle,2024-04-03,5,city,low,Michelin,Yes,punctures,Shoulder 720,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
412,Weiss Inc,company,4,"Not worth the price, wore out too quickly.",Chiapas,5,,700x25c,motorcycle,2023-03-14,19,off-road,medium,Bridgestone,Yes,noise,Scene 319,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
413,Brianna Nguyen,individual,1,"Mediocre performance, I would not buy again.",Coahuila,5,1194.09,110/70-17,car,2023-04-06,24,mixed,medium,Pirelli,No,punctures,Plan 343,Yes,0.0,1.0,0.0,0.0,0.9485473036766052,0.047593820840120316,0.00385898444801569
414,White-Nash,company,1,Excellent performance and smooth ride.,Durango,6,4565.94,225/70R19.5,motorcycle,2022-06-29,28,mixed,medium,Pirelli,Yes,good traction,Politics 537,No,0.0,0.519,0.481,0.5719,0.006316032726317644,0.09584909677505493,0.8978348970413208
415,Carter PLC,company,5,"Had frequent punctures, disappointing experience.",Veracruz,9,3009.49,110/70-17,truck,2024-04-02,16,off-road,low,Pirelli,Yes,noise,Wear 627,No,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
416,Marshall-Henry,company,2,"Had frequent punctures, disappointing experience.",Querétaro,10,3524.2,265/70R17,bicycle,2023-10-20,25,highway,medium,Goodyear,No,excellent grip,Read 914,Yes,0.444,0.556,0.0,-0.4939,0.9316799640655518,0.06349162012338638,0.0048284148797392845
417,Ortega Ltd,company,1,"Great tires, very durable and reliable.",Tlaxcala,2,3176.93,225/70R19.5,truck,2023-07-21,33,off-road,high,Goodyear,No,punctures,Rate 796,Yes,0.0,0.549,0.451,0.6249,0.004521752241998911,0.07333018630743027,0.9221481084823608
418,Scott Conner,individual,5,"Not worth the price, wore out too quickly.",Michoacán,9,4677.9,700x25c,car,2023-08-16,17,mixed,medium,Goodyear,No,punctures,Class 321,Yes,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
419,Angela Thompson,individual,4,"Perfect for long highway trips, comfortable ride.",Tabasco,11,4429.95,225/70R19.5,truck,2023-12-02,34,city,high,Pirelli,No,fast wear,Support 567,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
420,Martinez-Haynes,company,3,"Perfect for long highway trips, comfortable ride.",Durango,10,554.55,700x25c,bicycle,2023-04-22,7,mixed,low,Michelin,Yes,punctures,Officer 918,No,0.0,0.417,0.583,0.7906,0.0024585328064858913,0.07062184065580368,0.9269196391105652
421,Jessica Mercado,individual,4,"Poor grip on wet roads, I expected better.",Michoacán,15,834.11,225/70R19.5,car,2024-08-18,11,off-road,medium,Bridgestone,No,good traction,Very 966,Yes,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
422,"Tate, Curry and Medina",company,1,Good tires but a bit noisy at high speeds.,Jalisco,10,67.12,700x25c,bicycle,2024-09-08,10,mixed,medium,Bridgestone,Yes,fast wear,Million 628,Yes,0.205,0.6,0.195,-0.0258,0.1025359183549881,0.5793696045875549,0.31809449195861816
423,Shannon Torres,individual,1,"Poor grip on wet roads, I expected better.",Chihuahua,2,4235.13,700x25c,truck,2024-11-03,21,off-road,high,Continental,Yes,fast wear,Themselves 779,No,0.282,0.455,0.264,-0.0516,0.7851122617721558,0.19488674402236938,0.02000102400779724
424,Molina PLC,company,2,"Not worth the price, wore out too quickly.",México,14,4241.93,700x25c,motorcycle,2023-02-19,13,mixed,high,Pirelli,Yes,noise,Reach 349,No,0.192,0.808,0.0,-0.1695,0.9094257950782776,0.08265572786331177,0.00791850220412016
